longitude	latitude	group
Sample1.pop1	91.904395922973	49.8351630991671	1
Sample2.pop1	111.814683385637	43.3026497709417	1
Sample3.pop1	109.662314266432	32.7193225128329	1
Sample4.pop1	85.3017660228412	45.6877443506088	1
Sample5.pop1	82.512013527127	48.3172285660191	1
Sample6.pop1	89.6690554157867	52.8300858414064	1
Sample7.pop1	115.187205709125	48.5684971251452	1
Sample8.pop1	90.4426461330057	32.9356620586144	1
Sample9.pop1	101.708936835945	36.5611888391614	1
Sample10.pop1	102.964590724664	41.0774835664187	1
Sample11.pop1	84.8711448427371	41.2178126456336	1
Sample12.pop1	110.022501285963	48.1451329298713	1
Sample13.pop1	81.8441579686233	47.2016371109553	1
Sample14.pop1	100.336509794351	52.2582372209788	1
Sample15.pop1	99.8394610926455	38.0406730132522	1
Sample16.pop1	116.271120854389	47.9309710192848	1
Sample17.pop1	102.902753792416	35.1722250752481	1
Sample18.pop1	88.0725008948426	36.7969786947434	1
Sample19.pop1	95.2851632168585	32.0673753623081	1
Sample20.pop1	115.601834379325	49.0592383628436	1
Sample21.pop1	87.1344039709428	35.6850918465424	1
Sample22.pop1	111.279129197454	38.3785161365932	1
Sample23.pop1	97.2769618413867	49.1607306440175	1
Sample24.pop1	90.9333454190631	38.8726978084774	1
Sample25.pop1	100.881236604368	41.9746759402151	1
Sample26.pop1	93.9015747633416	43.2959579035978	1
Sample27.pop1	99.2639592824158	53.398150663679	1
Sample28.pop1	108.233517840392	54.7789005245295	1
Sample29.pop1	98.3683437915849	33.5047215567129	1
Sample30.pop1	91.990855965253	38.8102891746563	1
Sample31.pop1	80.9718757300149	48.5106421073315	1
Sample32.pop1	106.047890516507	39.24060978166	1
Sample33.pop1	111.455345907988	58.1345564079671	1
Sample34.pop1	110.060197854094	36.7626104432296	1
Sample35.pop1	98.4145504894485	36.0549393773138	1
Sample36.pop1	86.3622150509864	45.8174341864595	1
Sample37.pop1	86.3625762547352	39.9071136765443	1
Sample38.pop1	99.1895401862124	38.2040425832887	1
Sample39.pop1	95.591076369572	42.6736588802645	1
Sample40.pop1	100.50927958911	44.5829074897013	1
Sample41.pop1	115.321425919261	52.4576280753929	1
Sample42.pop1	104.777104377467	57.5783931871857	1
Sample43.pop1	93.6373509538681	47.3118717615673	1
Sample44.pop1	84.0286376430084	51.341554729948	1
Sample45.pop1	107.603311294551	43.8251914256637	1
Sample46.pop1	105.703488532967	50.0240806220685	1
Sample47.pop1	103.570102965564	31.1717144639086	1
Sample48.pop1	87.3895120920372	43.6951983098982	1
Sample49.pop1	97.2419919164292	30.2232460957246	1
Sample50.pop1	112.094169933419	48.5749737470816	1
Sample51.pop2	64.1075677702472	52.0971988905052	2
Sample52.pop2	75.4646428132123	50.3116265232964	2
Sample53.pop2	46.7224648519609	44.1197397786632	2
Sample54.pop2	59.1634921459019	56.4411463346646	2
Sample55.pop2	58.535114134617	40.8138687576023	2
Sample56.pop2	53.177114900454	59.6711438250024	2
Sample57.pop2	61.6077006785855	56.0406806201095	2
Sample58.pop2	62.8675495525522	50.5027009348475	2
Sample59.pop2	66.3526423251954	59.8437668296875	2
Sample60.pop2	74.904001646063	55.528889877032	2
Sample61.pop2	74.1452140766544	52.6910147138105	2
Sample62.pop2	68.3456262840361	42.083845154126	2
Sample63.pop2	63.9061744842387	49.2827468276227	2
Sample64.pop2	79.1301294504973	55.7645314121039	2
Sample65.pop2	52.9694543707053	50.6796967926197	2
Sample66.pop2	56.1754919743145	50.2516575016711	2
Sample67.pop2	75.6051809773637	50.8277761414762	2
Sample68.pop2	52.0718878178156	57.4792553817055	2
Sample69.pop2	67.558824550506	41.563817755941	2
Sample70.pop2	58.3627059152691	39.7393239534306	2
Sample71.pop2	51.7759001793738	59.3026798554044	2
Sample72.pop2	58.3076471325663	41.3174791724429	2
Sample73.pop2	65.6325573009921	40.4792025181665	2
Sample74.pop2	54.3289896105575	53.7813787069124	2
Sample75.pop2	62.0750534708761	51.039941681163	2
Sample76.pop2	67.1900068271268	59.9404476585177	2
Sample77.pop2	58.4632524888766	37.626826496592	2
Sample78.pop2	53.5193514679516	52.1592059662976	2
Sample79.pop2	60.459321329986	52.510659921198	2
Sample80.pop2	62.4156210246693	55.198203853669	2
Sample81.pop2	56.8874041219341	48.2575026009496	2
Sample82.pop2	76.0930192600589	55.5459123050792	2
Sample83.pop2	58.6351212017205	53.3220040586864	2
Sample84.pop2	67.9413213770645	51.9381233539724	2
Sample85.pop2	74.599241069533	40.6730830815026	2
Sample86.pop2	45.9296108855654	45.0835862210021	2
Sample87.pop2	65.1853336701818	48.012023140537	2
Sample88.pop2	59.3895884579476	51.0806564219077	2
Sample89.pop2	59.3475468654235	57.4432982300862	2
Sample90.pop2	51.0632377495953	54.6911717629772	2
Sample91.pop2	45.8342682302901	57.8316290655369	2
Sample92.pop2	71.6475864136626	51.4299943329195	2
Sample93.pop2	53.5007266219839	47.0987314994487	2
Sample94.pop2	60.4095916466132	59.6644150547411	2
Sample95.pop2	59.064730086494	37.5404020422769	2
Sample96.pop2	56.6441926555695	41.6090030054904	2
Sample97.pop2	73.9936411595831	59.7649559857911	2
Sample98.pop2	71.5976841580464	40.4227231691945	2
Sample99.pop2	51.0795375203762	53.6980874823134	2
Sample100.pop2	61.5407889849235	53.5498565799434	2
