-71.1990380720798	-35.8566139449609
-69.4987639201362	-30.4440443071692
-71.9647334965813	-38.6213259955314
-62.8290347140794	-32.9609739989212
-66.7400120598949	-37.7459818834677
-70.504608338186	-46.0203845600316
-68.1786000650356	-42.275450957539
-70.9730826698425	-33.055542520675
-69.2611416902884	-39.6447232139394
-72.4264238176745	-38.2998292631492
-65.9051764746769	-29.4535215102745
-72.0414703122735	-36.4300820960067
-60.5737177572331	-36.2715746824669
-68.4098752160487	-45.5758285521769
-71.1981441762614	-34.9712269741282
-67.8640978740059	-41.6453911667983
-65.3488360122421	-32.1923191776154
-70.7851695315719	-44.110371524279
-68.3278850800637	-27.605783828484
-63.2928511563046	-37.540013792198
-72.8070047237039	-39.1033535063353
-66.8504557837077	-26.5353531600472
-61.0532668282448	-32.2977713294779
-64.1067084506432	-29.5102755708059
-66.3712419928776	-27.2645014082706
-70.6511026213721	-36.3962836533958
-64.641448115294	-40.6154080125426
-69.7290581651448	-45.6604303505109
-65.6963026943025	-32.1096229187508
-64.9591432542732	-36.0775681613352
-62.3283648305276	-39.8083156418928
-65.6831596683547	-39.515988651608
-62.2689631719972	-34.7237715335709
-64.282912015047	-32.9891028443379
-71.7207000498927	-37.0711440918888
-67.443042143151	-42.0725147731022
-66.5483975902429	-35.9284638824592
-66.4096655374353	-33.5945581597864
-66.2089081268111	-40.9028600124677
-65.2477001297654	-43.0177435044675
-63.8226857462464	-28.5845270779499
-67.1400726844186	-34.9786700938098
-62.2552444449454	-36.5095740912408
-68.8079899594814	-34.3133635521263
-60.2556434046787	-38.5427406451031
-70.2423529613415	-31.2434797580459
-65.7450847852228	-42.641543109327
-69.3975763902008	-32.5677086279235
-70.1566867823286	-40.7107823342193
-68.3473331415614	-30.7647801516625
